ID,Username,City,Country,Date,Comment
571,LohKWoh,Singapore,Singapore,19-December-2018,"This this a very big restaurant. It comprises of multiple levels situated in a large property. There is a garden, multiple pools of waters and lively fish surrounding the restaurant. Should walk around the garden before settling down into one of the many beautifully decorated rooms for the meal. The interior of this restaurant is beautifully done up. Almost like an artistic place.

The food and service are excellent. Please see the photographs for the description of the food. Definitely a strongly recommended place to dine in Guangzhou."
572,Yuri_The_Traveler,Raleigh,North Carolina,10-October-2018,"This restaurant is located off the beaten path. It is very big and has different sections for dining. It is beautifully decorated and makes it for a great evening. Service is good and prompt and the food is good too. While some of the dishes were great, some of them not that great, but still decent. We were three people and had a good dining experience."
573,Jacky C,Bankstown,Australia,12-November-2016,"My grandparents insist on going here for Yum Cha, lunch and dinners everytime we visit guangzhou, and they're right in that recommendation.

Wonderful decor, excellent food, good service. Menus comprised mainly of Authentic Cantonese food with a few modern twists here and there.

Also contains several private function rooms if you want to get away from the noise and bustle of the average Cantonese restaurant crowd (Though you may have gone to the wrong city entirely...)

NOTE: Staff does not know English. (I'm Chinese, myself)"
574,KodoDrummer,Yekaterinburg,Russia,13-October-2016,"Ten of us had a celebration dinner at Nan Yuan Restaurant, 142 Qianjin Rd, Haizhu, Guangzhou. It was selected by a Guangzhou business associate, who often frequents it and was warmly welcomed by restaurant staff. The décor is very Chinese and elegant, and the food was great especially taking into account that the bill for the ten of us came in at about 60% of what I thought it would be. Toward the end of our meal the restaurant became very busy, and understandably, service slowed but was very acceptable. The servers were attentive to our needs and requests, and were very friendly.

I especially like the fried pork and rice noodles."
575,Chun pang L,None,None,19-March-2016,"I had planned for quite sometime and not yet dinning until early March that, I finally got in and try. There were 2 pavilions, and let's try the right hand side, which the left handed one would be a reserved choice at higher spending. The right handed tea house pavilion was nice decorated with very local Guangzhou style. Most serving attendants speaking Guangzhou language instead of Putonghua. Dim sum were very Guangzhou style and cooked. Very delicious at a very affordable price. Choices of old style dim sum were not found elsewhere. Jasmine tea was very good. I highly recommend you should go to this tea house when staying in Guangzhou."
576,Hiroaosta,None,None,1-November-2015,"My Chinese friends invite me Nanyuan restaurant again. They introduce me typical Dimsam and the other Guangdong cuisine. Everything are quite delicious. There are many dining hall in Nanyuan. This time, our hall was Seasons. It's more clean and beautiful tableware. Today's early lunch wasWonderful."
577,CaiM34,None,None,21-October-2015,"You can see the quality of the restaurant by its popularity under heavy competition. Well... it took a while to wait but the food is totally worth it."
578,Hiroaosta,None,None,17-August-2015,"This restaurant is one of four famous restaurant in Guangzhou. So many local people come for Yam Cha in the weekend Morning. Dim Sam are tasty. You can feel what is Yam Cha for Guangdong people."
579,rhiat,San Jose,California,30-June-2013,"The restaurant is decorated in a very Chinese way with traditional Chinese windows and furniture.

The foods are pretty good. We loved the red bean dessert. Also the barbecue rib and steamed fish are great too!

Services are good. The private dinning rooms are very nice as well. Definitely would recommend for big family dinner so that you can try more of the different dishes there."
580,Presser-canard,London,United Kingdom,11-October-2012,"You want to know why Yam cha is so popular! Go there and you will understand that Yam cha is not for tourist...
It is a real and classic way to have your breakfast in family or with friends and colleagues...
Ask your Cantonese friend to help you to order and let you guide...
Must see...
Enjoy your immersion in the real GuangZhou..."
581,keth2019,None,None,7-January-2020,"Cantonese Morning Tea experience with family friends. I recommend allowing others to order for you. Wonderful experience to be hosted and educated about the customs and culture of food. I experienced this place twice. Once with no real guide and once with a family friend who shepherded us through the experience. With a good guide, it is definitely worth it."
582,BB K,Singapore,Singapore,24-May-2019,"Utterly disappointed with the quality of dim sum served here. Portions are large but the taste wise is inferior to dim sum served in Hong Kong, Singapore,
Service is iffy depending on the staff you meet. One server told us to finish a small dish of chilli sauce before asking for another for four of us. You have to wave wildly to get their attention."
583,howee2019,Kuala Lumpur,Malaysia,22-April-2019,"It's one of the best restaurant in Guangzhou and was rated 5 star by China National restaurant association. Dimsum and others Cantonese cuisine is the popular dishes here. This is a huge restaurant which has a spectacular view of a small lake built in the middle of the restaurant. There is one section where you can even dine on the lake while enjoying the food. Although I did not try on their dimsum this time because I pick the Cantonese dish, I will definitely come back to try their dimsum. On the menu side, English is limited but you can choose base on the pics on their menu."
584,20x30,None,None,13-April-2019,"Good luck since no one speaks english. But the staff is friendly. Excellent food. Good tea. They have a dry goods convenience shop just adjacent to the restaurant."
585,KYHENG,Singapore,Singapore,23-March-2019,"As I said above, this place serves the best char siew I have ever tasted. Just the right amount of lean and fatty meat and the sauce is just heavenly. This place serves good dim sum and other dinner dishes which are great as well. But you have got to try the char siew.

The restaurant is really huge and is well decorated. No word can describe the decoration. You just got to come and see for yourself."
586,KKDBS,London,United Kingdom,30-December-2018,"We had our worst ever restaurant experience here. Sticky rice wrapped in lotus leaf, xiaomai with a shrimp on top, stir-fried choy-sum leafy greens, and something else we tried our best not to recall, were all exceptionally lacking in taste, freshness, presentation, and texture. To deal with the trauma of our misfortune to come here for lunch, we took a taxi immediately to DinTaiFung where as usual we were greeted by smiling polite young servers dressed in crispy white linens and a promise for decently good meal."
587,DetroitGKTK,None,None,22-December-2018,"We were visiting Guangzhou for a few days. My Mom was looking for authentic Cantonese food. We were recommended by locals to this restaurant who has a long history. We ordered Dim Sum dishes which did not disappoint. The roast goose was delicious too."
588,lightningboy,Surrey,Canada,4-December-2018,"Panxi restaurant is located in the Lanxi district and this very popular restaurant has a beautiful courtyard with private rooms available. The food is traditional Cantonese style and everything we ordered was great. The dinner menu is quite extensive and has English and pictures so it’s very easy for foreigners to order. The service is average at best. You may have to flag a server down to grab their attention, or ask a few times for something you want. But this is not unusual for this kind of establishment. The cost is a little higher than the average restaurant in Guangzhou. Overall we were very pleased with our experience at PanXi and would recommend it."
589,Blabbott,Aurora,Illinois,22-November-2018,"Service at Chinese restaurants cannot be judged by Western standards. The most important thing to Chinese is the quality of the food and here I give PanXi high marks. Even a Chinese standard dish like (Cha siu pork) barbecued pork had a flavor unlike any I had ever tasted before. The pigeon was also the best I have ever had. The prices here are high, higher than I have ever seen at a Chinese restaurant, but if you want to splurge for some really great food in a Chinese garden setting, you will not be disappointed."
590,Melvachia,None,None,8-November-2018,"Can't expect service here since the prices are too reasonable to have any decent service. Food is very alright considering price point."
591,Yuri_The_Traveler,Raleigh,North Carolina,6-October-2018,"Overall the food tasted OK. The BBQ Goose was good, outside of that the rest of the food was OK. Nothing to brag about. The service was terrible, it took forever to get an order and we were only 4 tables in a 20 tables building. Getting a cold beer was an undertaking. Good thing that I had a bottle opener with me, if not it will have taken another 20 minutes to get the beer open."
592,BebotG618,None,None,8-September-2018,"Good Dimsum and good service. Very reasonably priced. The tea service is a plus. Good restaurant. The fishes are carefully selected and cooked. Love their shrimp fried rice and the shrimp with gaylan stalks. Very tasty. Clean bathroom."
593,pincpin02,None,None,3-October-2017,"Very beautiful restaurant and garden. Pack of peaple on weekend. Need to share the table with others. Food is good and price is reasonable.valae for money."
594,Jo T,None,None,12-September-2017,"Really nice setting - in an authentic banquet hall with some lovely gardens. The food was lovely, and very cheap. Worth a visit for sure. The menu was only in Chinese, so we had to guess what to order by the pictures..."
595,travelling5Illinois,None,None,15-August-2017,"The restaurant is large and the food was above average if you order carefully. The tea they served was really excellent. Overall a positive experience and I would return. It is also in a nice neighborhood to walk around."
596,ferryj2014,None,None,18-July-2017,"I was here with a Chinese tour guide and I let him order all different kinds of Dim Sum. My god!!! I was in Dim Sum heaven! What a quality! You MUST go here when you are in the neighbourhood!"
597,gamrerk,None,None,7-July-2017,"The restaurant is well-decorated and located next to Lychee bay. However, the food is not that good comparing to the price."
598,ECWorld,None,None,30-April-2017,"One of the better known restaurants in the city (or at least used to be). Nice setting in a more traditional part of the city. But the food and the service was really pretty ordinary."
599,FlossyFilm,None,None,26-February-2017,"Really fun and authentic place to visit. Top quality delicious dim sum. Busy with locals and tourists. Only loses one mark as it didn't feel spick and span."
600,Safari356132,None,None,18-February-2017,"Bad service , cheap food , we need to clean up the table and call for our seat and other people can seat the manager tell us to arrange buy ourself"
601,Salina C,None,None,18-February-2017,"Whenever I come Guangzhou, I'll visit this restaurant, the food and environment does worth a visit even though I need to spend 20 minutes by taxi to get there from hotel.
As usual I went there this Feb, I had been in queue for almost 25 minutes, when I was given a seat in 鴻雁廳 (Hong Wan). I found my seat was being taken, I take to the manager but was told to asked the seat arrange lady, as I do so the lady just swipe off what she wrote and told me to take any seat I like. I took the seat which the table still remains the left over of the pervious guest, I asked the waitress to clean that out but was told (rudely) that I'll have to wait. I leave instantly and wrote a complain in the reception. I hope the restaurant would take the complain seriously. All in all that was a really worst experience."
602,TMa48,None,None,14-February-2017,"Had dim sum on Saturday. Many locals having morning tea there. This place had a very Cantonese atmosphere, everyone speaking in Cantonese. Nice steamed dim sum especially har kaw & siew mai. Prawns were fresh. The red cheong fun & mah tai gor were nice too."
603,hamishclifton,Folkestone,United Kingdom,18-December-2016,"This is a very large restaurant by a lovely lake with many dining rooms. We ate in the most expensive area, on a static boat in the lake, very beautiful. The meal for four (without alcohol) was £50 and was excellent. It's a top eating place in Guangzhou. Thoroughly recommend it. I think I was the only non Chinese eating there! For the first time in China i saw sweet and sour pork on a menu and tried it - and it was goooood!"
604,Alex5590,None,None,4-December-2016,"Panxi are too big divide into a few banquet halls. Restaurant near Liwan park one of the oldest restaurant. I order siew mai, prawn rice roll, char siew pau, suckling pig, har kaw. Average only."
605,mickf173,None,None,29-November-2016,"A mammoth joint! But the food is good although the atmosphere is hectic. The prawn, dim sum and gourd is fabulous. A walk through the grounds and by the lake is advised. This is one of many famous Canton Garden restaurants. High recommended..."
606,LimTP888,None,None,16-November-2016,"We really enjoy the dumpling, Har Kow (Shrimp dumpling) and Xiao Long Pao. Freshly made with fresh shrimp in it dimsum"
607,eestimaalt,Parnu,Estonia,4-November-2016,"Went there to look for some authentic Chinese ambience and the great cantonese food Guangzhou area is so proud of.
The setting and premises were lovely, but the tea ceremony was half-automated, with stainless steel electric kettles etc, and the food had zero appeal. We ordered 8 different items from the menu plus a variety of dim sum bites, but were left extremely unimpressed. E.g my pork dish was basically a heap of strips of soft fat wobbly lard with some unseasoned beans and 2 small pieces of grilled paprika. No condiments available.
Yet the place was packed by locals. Didn't really get, why."
608,NetnetIris,None,None,13-September-2016,"One of the four garden restaurant in Guangzhou. Very good dim sum for yumcha. The restaurant has a long history."
609,Gourmandonthemove,None,None,8-September-2016,"Panxi (泮溪酒楼) in Liwan District is worth visiting for the beautiful garden setting and for the kungfu tea experience. The 4 star rating is for the setting and the tea experience. The food is a 3.

Ask to be seated in 中国会 （translated it means China gathering or meeting place I think) where you get your own table instead of sharing with others, with views of the lake. You will pay RMB9 per pax for the tea plus 10% service charge, which are waived if you share your seat with others in another dining hall without lake view.

For the kungfu tea, each table is given a cart with your own water dispenser, electric kettle , miniature clay teapot and cups for you to brew your own tea. A fun experience that's highly recommended!

Food-wise, to be honest, the dim sum are merely average, compared to the ones in the HK run establishments. We had 2 types of their signature shrimp dumplings, crispy cheese n shrimp rolls, steamed milk n egg white custard, egg tarts and herbal jelly with honey. All tasted ok but nothing to rave about. We were given a menu in Chinese. They have an English menu if you need one.

Panxi opens at 7am for breakfast. Get there early if you want a table. By 9+ the place is very crowded so you may have to wait for a table and we were there on a weekday."
610,Asja F,None,None,26-August-2016,"The food was very tasty, the service was good too and the place is very impressive, but we were unable to go to the toilet because we could not stand the smell."
611,Repomies,Helsinki,Finland,30-July-2016,"This seems to be very famous place for locals and tourists as well. I went there for lunch alone and was seated in the round table with two local gentlemen. I ordered pork rib salad, pork meat with chili and cabbage with bacon, three dishes were just too much. This place and food is best when shared. Also the other gentlemen were offering me to taste their seafood porridge as they were not able to eat all. Food was good, nothing special. Pork with chili had more chili than pork, spicy, but that's what I like. Maybe I should have gone for the dim sums?"
612,680ashwinb,Bethlehem,Pennsylvania,14-July-2016,"I visited this restaurant with family. We tried to make a reservation but the staff refused to take our reservation. So we head there on a Sunday morning around 10am. It was super crowded and we had to wait for our turn. Once we got a table, we ordered our food and tea of course. Their original dim sum menu is in chinese, however, they also have a simplified version of it in English ( for thoses who cannot read chinese, you can ask for the english menu). It has the pictures on it, which makes it easier to order. The dim sum is authentic and very delicious. We finally didnt mind waiting that long for good cantonese food. Definitely recommend this place for Dim Sum."
613,Christina C,Coquitlam,Canada,21-May-2016,"This is more than a restaurant
During our visit to Guangzhou, our friends took us here for dim sum. This is not your normal restaurant, it’s like a garden with trails, waterfalls, ponds trees and flowers. We made a few turns before finding our individual room that faces the famous Liwan Lake Park. Good dim sum lunch with good friends and with the atmosphere that was hard to beat, what a treat. They even have an old fashioned wedding carriage for you to play pretend and take photos.
Happy Travelling!"
614,WWTraveller26,Singapore,Singapore,14-May-2016,"This is one of the most authentic places in Guangzhou to enjoy dim sum. The tea is served at your table, the dumplings come fast, ask for the English menu. I tried all the recommendations on Trip Advisor and was super happy. The turnip cake is really nice, as are the barbecue pork bun, the prawn dumplings, the steamed greens and the sweet dumplings. My only complaint with Cantonese dim sum is that I wish they came with a spicy sauce but well you can't have authenticity along with customization. Definitely will go back, perhaps in a larger group."
615,Tonybuts,Sydney,Australia,18-March-2016,"Panxi was a lovely experience in a much more interesting area than the new Tianhe district. Helpful woman staff assisted us with English language menu and ordering. The servings are very large for two. We had peanuts in sweet vinegar to start, followed by braised clams & vegetables, thin fried noodles, and crispy skin chicken. Unfortunately TsingTao beer was unavailable so has Pearl River beer which I wouldn't choose next time. All up $A40 is hard to beat value."
616,collegeteacher,Toronto,None,1-March-2016,"This was our first dim sum experience, and everything was great. When we walked in, we were seated quickly in a dining room filled with large round tables and absolutely packed with people. We were seated at a table with a Chinese family out for brunch, which was kind of cool. We were able to take our social cues from them. We were given menus in only Chinese at first, and we tried to use our phones to translate, but pretty quickly a server saw how complicated things were for us and brought over a translated menu. We ordered a lot of the standards, including shrimp dumplings, bbq pork buns, garlicky greens, and sesame balls stuffed with sweet bean paste. The food arrived quickly and was presented in beautiful bamboo steamers. All of the food was yummy, and the tea was hot and delicious. We enjoyed ourselves immensely and took a stroll in the beautiful gardens on our way out. I would recommend this restaurant unreservedly."
617,Jackie_Brussels,Brussels,Belgium,2-January-2016,"No word to say for other more expensive lounges.
In the cheapest lounge (where tea is 6 yuan) the waitress treated me as a Sxxx !!
Worst service I've ever met. NO notion of client.

I fully understand that I am not allowed to bring the meal list with me. Want to try everything, I just put ALL the meal numbers I ordered on a sheet of paper. The waitress didn't let me to do that. In addition, she considered me as an idiot and gave a very stupid answer:  Next time you come, just ask one of us to order something for you .
==> Why should I ask help? I can do it myself.
==> In such a pricey restaurant, how can people order dishes randomly ?

The way I was treated is NOT acceptable, especially from this kind of luxurious restaurant

It is more easy for me to write this comment in English, than in Chinese. I really hope that the management will read it and take actions !!"
618,thomast220,Singapore,None,1-January-2016,"Panxi is one of a handful of traditional courtyard style restaurants in Guangzhou. The service as terrible as any other yam cha establishment in Hongkong. Food was decent but some arrived a little cold. Eating at Panxi is really just about an experience and the view of the lake and the beautiful triditonal architecture."
619,joostv315,None,None,25-December-2015,"We order three dishes and waited for one hour. We got two dishes served luke warm. We could not wait for the third dish."
620,kapitanchina,Singapore,Singapore,6-December-2015,"The two of us ordered 5 items: goose meat (88 CNY), fried vegetable with garlic (33 CNY), skin milk dessert (2 x 8 CNY), rice (2 x 5 CNY) and pot of tea (13.6 CNY). My only quarrel is that the qoose meat is way too fat and lacks lean meat. Service is of average quality."
621,j_rgandreasz,None,None,21-November-2015,"Had a delicious dinner at this restaurant! Really really good stuff there! Please try the sweet  dumplins  - they are just yummie!"
622,kalapangha,New York City,New York,1-November-2015,"The rabbit Ha Gow is super cute. Taste? Meh.... I don't understand why but all the food here barely served hot. It's a chilly day but is food supposed to come out warm almost cold, even congee!! Restaurant is famous but Dim sum here is underwhelmed and overrated. All dim sum places we went in New York are much better than here and even cheaper. Menu is in English with pictures. Staff is helpful but can't speak English. Lake seems to be under construction. Architecture is beautiful."
623,WWTraveller26,Singapore,Singapore,25-August-2015,"As with the best dimsum experiences, there is so much variety and quantity that it's best enjoyed in a large group. Their house dish, assorted fungus is quite nice as is the award winning Chef's creation, taro and cheese, though the latter is not Chinese at all. Cantonese dim Sum is a little dry and bland but the taste is in the juicy stuffing, I am told. Worth an experience to eat on a lake in the middle of a busy historical district."
624,Hiroaosta,None,None,21-August-2015,"This restaurant is located Lizhiwan park. So there is Chinese style pond inside of restaurant. You can enjoy good Dim Sum & Chinese classical landscape. There are so many customers in weekend morning to enjoy YamCha. You should accept to wait."
625,Crashdos,None,None,19-June-2015,"The food maybe good but the service is the worst ever!!!!! Given a review of people who wanted to try good food it is a waste of time especially when you are traveling alone no waiter would bother to attend to you!"
626,Alex W,None,None,8-March-2015,"For all the places where one can get Yum Cha, I was bemused as to why this one is so highly recommended? Nothing outstanding. Passable"
627,alfred D,London,United Kingdom,17-April-2014,"A delightful lakeside setting with beautifully presented dim sum...no English spoken here ..so get the picture menu..service can be slow (100's of customers).....I enjoyed a beer,and a dim sum selection for only 10 pounds..about $15...a real people watching experience and the food was worth waiting for."
628,qasr,canada,None,12-July-2012,"Came here upon the recommendation of some locals. Dignitaries stop by here too. Busy place, can be tough to get a spot, but service is fast. Food was not too bad. Greasy, but it's Chinese food. Flavourful, and the dim sum was good. Highlights of this restaurant are it's picturesque albeit manmade setting. Like visitng old China with the lanterns, bridges, fishponds. Take time to walk around and take photos."
629,Edyharto,Singapore,Singapore,25-June-2012,"Panxi Restaurant translated into English means `half-west' Restaurant. But in reality it is fully packed most of the time and a fully-stuffed complete Chinese Restaurant. Besides the many varied kinds of delicious dim-sum with wonderful names, there is roast meat, roast goose and roast suckling pig which are sold at a stall beside the restaurant.

When we were here in March 2012, the restaurant was over-packed with people coming here for their morning dim-sum breakfast. They did not have a waiting list. This time in June 2012, the crowd were still packed but we were allowed to be kept on the waiting list. But the wait was too long, so we went across to the neighbouring restaurant, which was similarly packed but still has rooms for the three of us.

We ordered the usual dim-sum, sieu mai, har-kow, chee-cheong fun. But we could not forget the suckling pig and we went across to buy RMB 84 worth of the delicious stuff. It was great and I think at value-for-money too."
630,David H,Sydney,None,17-April-2012,"After failing to get a seat last time we were in town, we decided that Panxi was on our must do list this trip to Guangzhou.. What a disapointment, food was terrible, didnt match what we ordered or what was shown on the menu, was gluggy and felt like it had been reheated multiple times and worst of all we could walk 20m down the street and eat food 20 times nicer and cheaper.

If you want a nice meal in Guangzhou, try Guangzhou Restaurant, Chau Kee or pretty much anywhere else. Panxi was obviously a wonderful place in days gone by, but presently it is a sad shadow of its former self."
631,bapbap,None,None,19-November-2011,"One of the most famous restaurant in Guangzhou. Good food in a nice atmostphere."
632,jojojojojojojojo,Reno,Nevada,17-August-2011,"If you are in Guangzhou and you want a taste of local cuisine without all the weird stuff, in a beautiful setting in old town Guangzhou please stop by the Banxi Jiu Jia for one of the best hidden locations in Guangzhou that will both impress and fill your stomach. The location is set in old town Guangzhou surrounded by a lake and low-rise buildings, definitely a hidden treasure amongst the concrete jungle. Getting there by taxi is the best choice, but if you take the subway get off at the Zhong Shan Ba Station (Line 5) or Chang Shou Lu Station (Line 1). (Website with map and fare calculator: http://www.gzmtr.com/en/)

The telephone number for the restaurant is --. Call to make a reservation. If you have a Chinese friend who can call for you this is best, and for larger groups you can reserve a lake side private room if you call a few days in advance. The restaurant is usually packed for morning tea on Saturday and Sunday mornings, offering a delicious selection of local dim sum but also award winning Cantonese cuisine.

Check this place out, it's been famous with the locals in Guangzhou for a long time and I hardly saw any other non-Chinese at this venue. It's a hidden treasure and well worth the experience for a nice Sunday morning out on the town and a treat to find such a pleasant setting in a busy city.

Outside of the restaurant there is a street with other Cantonese local offerings, such as tea and mooncakes (now that they are in season). It's a quick 5-10 minute walk up the street but there are items here for sale that are really truly Cantonese in nature. It could make a nice gift to a Chinese friend or colleague not from Guangzhou as the offerings here are authentically Cantonese."
633,ModernDayMarcoPolo,On the move,None,24-July-2011,"Banxi is one of Guangzhou's oldest and largest restaurants. Unfortunately it is now past its heyday. The menu is pricey and many of the most interesting items were simply not available on my visit.
This area of town is interesting now that it is being refurbished and I would recommend a visit if you like Lingnan style, but I would choose another one of the myriad places to eat here"
634,Meander589124,None,None,18-November-2019,"As the birthpalce of Cantonese cuisine, Guangzhou is one of the culinary meccas of China. This restaurant offers a top Cantonese culinary experience at a very reasonable price. Dim sum is the specialty here. The shrimp dumplings were probably the best I have ever eaten. Also a very good location on ground floor of Canton Tower, with easy subway access."
635,Joe K,None,None,29-October-2019,"We were at the Canton Fair and took the metro to visit this restaurant 3 times in 5 days, the dim sum was that good.
It is very easy to find, take Exit A at Canton Tower metro station and walk under the covered area under the tower, it is beside the tea place.

Staff were very helpful, not many could speak English but they tried to use translation tools to understand. The owner is called Paul and he can speak perfect English if you get stuck.

Also, most of the menu has photos and all have English names, every dish that we tried was excellent.

You must try the red cargo rolls, just amazing taste."
636,PushExplore,None,None,26-August-2019,"We really enjoyed eating the typical Cantonese food here as we were exploring the Canton Tower area. The dinner was nice and flavourful and the night was beautiful. We enjoyed a feast."
637,morganjaebecker,None,None,23-April-2019,"We were very impressed by the standard of this restaurant for the price we paid!! It was all super delicious - we’ll be back again tomorrow!"
638,rodinwu,Hualien,Taiwan,20-April-2019,"There are many luxurious restaurants on the Canton Tower. But this one is easy to find under the tower. Not as expensive as the ones on the tower, but I guess the experience would be similar, expect for the view. I went there alone and ordered five dishes. To my surprise, the clerk came and advised me to cancel two of them because that might be too much for only one person. I was really happy that they care for customers rather than making money. The dishes were really good. I had a great time having dinner there.
廣通塔上有許多高級餐廳，但如果想找間平價又實惠的，賞點點心是不錯的選擇，就在廣通塔底下，很好找。我當時一個人用餐，點了五道菜。很訝異店員來告訴我是不是刪除兩道，不然可能對一個人用餐來說太多了。很開心相對於商業利益，店員們更在乎客人的感受。在這裡點的每道菜都很好吃，我在這裡有頓很棒的晚餐！"
639,touchawinp,None,None,5-March-2019,"Clean food good taste and good service . This is my first time here. I like it. Recommend for you guys 👌"
640,Pabesfu,None,None,3-November-2018,"I came here because of Trip Advisor reviews. I’m not joking worst food ever, the whole place stinks, food it’s horrible!!!’n"
641,daveedwilliams,None,None,31-October-2018,"I spend a few moment before going up on the tower and this is actually one of my favorite restaurants aI tried 3 of them at Canton tower"
642,MauvaM,Fort Lauderdale,Florida,22-September-2018,"Great place to eat. There was one staff member who spoke English while we were there so the made our experience better. I loved the chicken feet and the sweet bread-like dough with the texture of sponge cake.(I forgot the name but have to mention that it is worth trying). The service was excellent. I must mention that they charge an extra 2 yuans per item on the weekends."
643,Jan M,South Australia,Australia,28-June-2018,"English speaking Manager was quickly on the spot to welcome us and sit us down explaining popular menu choices on a menu you ticked your choices. Easy to do and every dish was excellent especially the steamed red cargo rice noodle rolls full of delicious prawns. Experience as good as a top restaurant we visited in Chinatown San Fransisco with a similar checklist menu. Popular location too right under the Canton Tower and by a tube station. Reasonable prices too."
644,Tubbydubs,Singapore,Singapore,27-June-2018,"Shang Dian lists over 90 items on its menu. While there may be places in Guangzhou serving better dim sum, Shang Dian did not disappoint with it's fresh ingredients and competently executed dishes at pocket-friendly prices. The restaurant at Canton Tower is easily accessible by the metro, staff members are friendly and helpful,and food comes quickly and nicely plated. We usually order the usual pau, rice rolls, har kow etc, all of which were good. We ventured to order the red cargo rice roll and it was TRULY enjoyable! Don't let the pic in their menu scare you - its way better than it looks! The har kow (prawn dumplings) were huge and had 3 springy prawns in each yummy morsel. We ate there in the late afternoon so there was no crowd, though there was a constant trickle of diners. Thoroughly enjoyed our meal there despite having to brave torrential rains and flood.
."
645,gmxerz,Manila,Philippines,24-January-2018,"there were only 2 of us when we went here. Sad part is, we only ordered 4 dish (shrimp siomai, hakaw, mango sago and their famous rice roll that's color sort of maroon, choi sum veggies). Everything tasted great.

Word of advice: come here on an empty stomach and there should be at least 4 of you so you can order more!"
646,Peter M,None,None,23-January-2018,"I have been to this restaurant several times, always lunch, with my family and friends, because they have great lunch deal! The food was fantastic and price is reasonable."
647,roztraveler,None,None,16-December-2017,"Everything we tasted was delicious! Pumpkin cake; a variety of dim sum and xiaolong bao... mmmmm highly recommend! Also in a pretty location and fantastic service"
648,TineTine43,None,None,12-August-2017,"All wonderful except that Thai style pork neck spring roll (only three small pieces of pork and too much noodle)"
649,galstond,None,None,10-June-2017,"Really enjoyed the dim sums here. There was nice gentle man at the counter who spoke english and explained and suggested which dishes to have."
650,Fatma A,None,None,30-March-2017,"I was excited to visit based on other TripAdvisor reviews but the place was quite underwhelming in most aspects. I wanted to have steamed dumplings and don't eat pork. Pretty much there was nothing there for me."
651,JulzS21,None,None,11-March-2017,"Read the reviews before visiting and was not disappointed. Food great, very reasonable prices and Paul (General Manager) spoke English served us and even helped organised taxi driver for a trip to Taishan. Will definitely visit again before! As recommended loved this dish😋"
652,gamrerk,None,None,18-January-2017,"The store is located on ground floor of Canton tower. The food tastes really nice and kind of cheap!"
653,780margarety,None,None,19-December-2016,"Excellent dim sum and great service. Value for money and waiters were polite and able to recommend. Located at the 1st floor of canton tower. The ginseng soup prawn dumpling and the Xiao long Bao are must tried."
654,AB_FoodLovers,Geneva,Switzerland,19-November-2016,"Overnight at Guangzhou and we made a delicious discovery at Shang Dian Dim Sum Restaurant. Perfectly located near Canton Tower station, the boss helped us to order and suggested the best selection of dim sum ever : the giseng soup shrimp dumpling !! Among other delicious and fresh dishes we had, every plates were carefully cooked and tasty ! Service was fast and friendly ! Besides, the boss speaks English ! Hopefully one day, we'll get a Shang Dian Dim Sum in Europe ! Being the only restaurant in China, do not miss it when you stop by in Guangzhou !"
655,Seanan M,None,None,1-November-2016,"Helpful manager speaks English and helped us order - and it was fantastic. So sad that you can only fit 2 or 3 dishes in your stomach. Will visit next time I'm in Guangzhou and highly recommend."
656,JimboyR,None,None,21-October-2016,"best dimsum in guangzhou! very good service! english speaking staff. clean and very accesible. good good"
657,562lynk,None,None,2-September-2016,"Now I'm proudly saying that I think every single living creatures  MUST  visit this dimsum restaurant before they die and even after!!!the food takes your tasting ability to whole another new level!no joking!my mouth watering even when I'm full!haha Taste:10/10 Location:10/10 Service:10/10 Price:10/10!"
658,Trixie12345678,None,None,16-July-2016,"Easy to find location. So tasty yet reasonable pricing. Very crowded but don't have to wait too long for a table. Will visit again."
659,TheInternetRetailer,London Gatwick,None,11-June-2016,"Used TripAdvisor whilst at canton tower Saturday visit during guangzhou lighting fair.

Waitress could not have been more helpful translating to excellent English.

Food very good value for money.

Tip order some plain rice for 10 rmb, it is not on the menu, but they can do it, 1 is enough for 2 people so 50 pence per person for some rice is excellent value for money at the foot of the canton tower."
660,beis0042,None,None,8-May-2016,"My husband and I ate here on a Saturday night around 8 pm. It was busy, but no wait for a table. Ordering was a bit difficult, but we picked 5 dishes and enjoyed them all (pork steamed buns, fried brisket, garlic and shrimp dumplings, pork rice roll, fried egg noodle rice roll); the menu does include English names for all dishes. The fried egg noodle rice roll was our favorite, and the garlic and shrimp dumplings. I had low expectations with this restaurant being in Canton Tower, but I enjoyed the meal very much, the price was reasonable. The service was attentive and they tried to help in English when we had questions. This was a nice conclusion to the chaotic visit to the Tower."
661,Felipe F,None,None,5-January-2016,"Excellent food for very good price. We were served by the owner (I think) who spoke good English and was perfect at suggesting us the best dishes. Great experience!"
662,PlanetOz,Melbourne,Australia,11-December-2015,"My wife and I had lunch here when we visited Canton Tower. We had a variety of dim sum choices (prawn dumplings, congee, char siew pau, etc). The prices are reasonable and looking at the patrons, there were many locals eating here, which is always a good sign."
663,Malcolm W,None,None,16-September-2015,"We had lunch here while visiting the Canton Tower and found it to be very relaxing with good tasty food Highly recommended to all"
664,Daniel D,None,None,26-August-2019,"This restaurant used to be a good Chinese restaurant. Now they save on experienced staff and have staff that don‘t speak English. Service is slow, and waiters don‘t change plates,etc. The food is very oily and causes stomach problems. I cannot recommend this place."
