ID,Username,City,Country,Date,Comment
2454,f00dl0ver168,Kuala Lumpur,Malaysia,31-October-2016,"The shrimp egg noodle is a let down and not worth the money you pay for.The beef porridge and wanton noodles is good.Will come back for other food offered but will not order shrimp egg noodle which to my taste is a bit over exaggerated and hence its price."
2455,cindy G,None,None,16-October-2016,"The noodle and wantons are so delicious. We ordered 2 different types of noodle (dry & soup) and both were tasty. You must try!"
2456,asdaSap,None,None,14-October-2016,"We have to wait about 10 minutes for a table although it was 3 pm. We were not hungry but was recommended by our friends to visit this place. the egg noodles was so thin, about angle hair size, and soft. The soup was tasty....More"
2457,J3082TLericl,None,None,2-October-2016,"My friend and I intended to try some local Chinese food. We had wonton noodle soup and vegetable. It was economic and we both enjoyed the local Chinese experience."
2458,daniworldstar,None,None,30-September-2016,"I read from many reviews suggested that there was a long queue especially at lunch and dinner. Therefore, I tried to be there in the early morning and you did not have to wait. Shrimp wonton noodle was the best. I heard their ingredients were...More"
2459,GrOmit-y,None,None,29-September-2016,"Been here in a few years ago and back again recently. Food is still good, their wan tan mee soup is delicious as their wantan is big and bursting with flavours."
2460,Sigarfield,None,None,28-September-2016,"It's our first eating during our short visit in Macau, we ate there without knowing that it's quite famous (we only realized it 2 days after when we saw so many people queuing outside!). We decided to give a try when we were starving late...More"
2461,Whatdathink,None,None,27-September-2016,"This restaurant doesn't look much from the street although the amount of Asians eating inside gives you knowledge that the food must be good. We ordered the pork chop bun $33MP and they were good keep in mind there is nothing to them a pork...More"
2462,Namita M,None,None,20-September-2016,"Above average food. It was crowded and the staff were too busy to check on our order. Food is pricey compared to other restaurants of the standard. Easy to spot as it's right on Senado Square."
2463,JChung100,None,None,27-August-2016,"The food was good but it's a bit pricy. I tried their famous crab congee. It's delicious but I would probably not spend about CAD $20 on this small bowl of congee."
2464,SomPim,None,None,21-August-2016,"This restaurant is located in the Senado square, central Macau. It's famous for noodles, wanton and porridge. The waiting line is quite long at lunchtime, but it moves on quickly. The recommended dishes would be Fried wanton, Pork or Crab Porridge and any kind of...More"
2465,Choo N,None,None,28-July-2016,"a must try noodles in Macau,really delicious. worth it even it's a bit pricey. menu available , a good place for meal"
2466,Lady_Lyn18,None,None,16-July-2016,"This place is kinda famous for local and always crowded We got table on the 4th floor English menu available The price is okay Must try their Pork Bun and Noodles Their noodles so thin and taste good"
2467,KATSUHIRO S,None,None,16-July-2016,"I've never eaten such delicious Hong Kong Noodle in Japan. This restaurant is very crowded, but rotating customers so early. I recommend you to wait here a minute."
2468,kcslkcsl,None,None,11-July-2016,"Food was nice although a bit expensive. Easily found as located at Senado Square and there was a queue."
2469,ridliow,None,None,28-June-2016,"A must try noodle, porridge, Fried wanton, beef horfun place. Chili oil and Efu noodle package can be bought back home. Often very crowded and have to share table with others. Also sell deserts and milk tea drinks."
2470,AlyssaL626,None,None,11-June-2016,"We had noodles with what appears to be braised beef, which was edible at best. The noodles were soft and not springy like the ones we had at other places. The taste was bland and the only flavourful portion was the beef sauce, which would...More"
2471,Shinyoung O,None,None,9-June-2016,"yum congee crap was a little bit smaller than the photo, but was delicious and the prawn noodle is just awesome fried rice looked delicious, gonna try next time"
2472,behappy6610,None,None,8-June-2016,"You just have to share table with others. This restaurant is packed packed packed. Ordered the shrimp noodle & wanton noodle. I love the wanton noodle, but would say  no  to the shrimp noodle. It's too dry & have nothing inside except the dried fried...More"
2473,yofen,None,None,23-May-2016,"Place was easy to find, long queue but it was our turn very promptly. I like the noodes as it doesn't have the alkaline smell..definitely handmade (i think). The fried wanton came in super huge size too...not the usual ones I had in Singapore. Not...More"
2474,GeiWei,None,None,18-May-2016,"Have been to this place a few times for a quick fix of won ton noodle soup (one of its signature dishes). It is known for the way they make the noodles the old fashion way. The noodles were good and springy and the won...More"
2475,Donna_Elle,None,None,11-May-2016,"We found this restaurant by accident tucked into a street on Largo do Senado street while on a shopping spree in Central Macau.Since we wanted to have a Chinese meal, we decided to eat here and we were very happy with our decision. The food...More"
2476,JJezz2013,None,None,7-May-2016,"Food still taste as good as 2 years back,we ordered almost the same food as what we had, but just find that the standard slightly drop for their crab congee. Nice but pricey food , their sai duo si bread is expensive than their main...More"
2477,Dale C,None,None,1-May-2016,"Went there thrice with my friend and the experience is always the same. We're always seated in a random table for four with two strangers after waiting in a long que. We always always ended up sharing a table and it is awkward coz the...More"
2478,StaceyPetalsDenis,None,None,28-April-2016,"I first tasted this in 2013. I took a friend to try (his first) the noodles on 20 April 2016. Being Asian, we eat noodles all the time. Frankly, nothing is great about it. I feel this time the noodle is so dry and we...More"
2479,aaong86,None,None,23-April-2016,"I understand this restaurant is very famous in Macau so we have great expectation for the food. However, we are very disappointed with the standard of the food. The noodles were ok but the pork bun and the prawn egg rice were bad. The pork...More"
2480,kuaitianxidi,None,None,16-April-2016,"Wong Chi Kei is famous by noodle and porridge at Macau. That day my friend and I want to eat Wong Chi Kei, so we go to it. But many people were waiting to eat at Wong Chi Kei. After 30 minutes, we ordered the...More"
2481,joyfoodtravel,None,None,2-April-2016,"Great place with great food in Macau. Atmosphere is relaxing, the place is nice and clean. One of the must eatery to visit when in Macau."
2482,Marc B,None,None,25-March-2016,"We ate here 2 dinners, wanton noodle is great, I think they are famous on the noodle as they sell that thick noodle type by pack or box. Something also in their Congee that we bought it again on our 2nd time there. Do take...More"
2483,Lynns98816,None,None,14-March-2016,"We ate our lunch here before 12.00 a.m and the waitress asked us to go to the 3rd floor. We ordered wanton noodle soup and fish congee. Those foods were delicious. The portion was small, and the price was not cheap enough. But still it's...More"
2484,KLWanderer,None,None,17-February-2016,"As far as noodles go, everyone has his/her unique preferences. For me, this place easily meets all my noodle preferences (although my husband thinks it is average fare). The wanton are filled with succulent and juicy prawns but the highlight is really the springy noodles,...More"
2485,yaozongtrip,None,None,16-January-2016,"Had the signature prawn egg dried noodle, beef dried noodle and wanton soup. Great taste. Pricier than old store but location and setup much better."
2486,tripponzia,None,None,16-January-2016,"The restaurant is located in the famous Largo do Senado and can be founded below the arcades. It was very crowded but the queue was smooth and definitely worth waiting for! The service is fast and the restaurant is all but fancy! However the food...More"
2487,skornp,None,None,9-January-2016,"My family liked this restaurant a lot. Our recent trip, we had been eating here twice for breakfast and lunch. Good food. Must try."
2488,shanboy,None,None,29-December-2015,"Cut the story short - prawn roe noodles, wanton noodles, milk tea. Absolutely worth the queue. Additional side dishes - fish skin."
2489,angwalker,None,None,17-December-2015,"Tried the crab congee, pork cutlet noodles and fried wonton. Every dish is delicately crafted and lipsmacking-ly delicious. The special tomato sauce that comes with the wonton is superb, not overly tangy and just the right consistency."
2490,Lee M,None,None,14-December-2015,"There is always a queue but we did not wait more than 15mins each time. Avoid the peak hours as the queue will definitely be longer. Initially we were going to order the crab congee but portion was too big. We ordered the crab e-fu...More"
2491,Prin C,None,None,23-October-2015,"The thin noodle and soup is so good , the shop is very tiny but can carry almost 50 customers at a time but you may have to wait for seat during lunch time. If you tried of Macanese food , this noodle shop is...More"
2492,Kim J,None,None,5-October-2015,"Great thin egg noodle. Don't know what words to use but it's very amazing since the noodle barely been cut even with bite! Deep fried wonton and sauce also very good. better to be there before meal time or there will be very long queue"
2493,BrazilianOfTheWorld,None,None,5-October-2015,"First of all, you had to wait a long time and then when she called us rudely and pointed the stairs so the instructions wasn't very clear. We ordered two different meals and both our meals were unavailable. Then we chose other meals which didn't...More"
2494,Venus C,None,None,3-October-2015,"This is a very good noodle shop. This shop originated in Guangzhou China. The most famous dish is wonton noodle and the pan fried pork noodle. This shop is usually very crowded. If you want to try some local deli rather than another meal at...More"
2495,Traveler170286,None,None,15-September-2015,"Food and desserts are great. We have been here twice and it seems like it is always crowded. Why? Food is delicious and definitely worth the wait. They are famous for their wanton / dumpling noodles. I love their pork chop noodles. Their fried wanton...More"
2496,patarapong,None,None,6-September-2015,"The restaurant was busy most of the time.I queued for lunch at about 13.30 and it took 25 minutes to get a seat. I ordered wanton mee and fried beef with rice. The noodle was very good,the wanton was fair in texture and taste,the soup...More"
2497,EileenaLee,None,None,26-August-2015,"For those who would like to beat the crowd, go for an early dinner at about 5pm. Noodles with shrimp roe and wanton were pretty good stuff. The noodles were vermicelli thin and light. Had century eggs for starters, very yummy! Ordered a side of...More"
2498,Venus C,None,None,21-August-2015,"This restaurant serves traditional cantonese food. Such as noodle, porridge, chow fan, etc. The wonton noodle is really good. The fried noodle with pork is very crunchy and delicious. This restaurant originates from Guangzhou China. They also have portable yee mei noodle pack, which is...More"
2499,khooweiwei,None,None,14-August-2015,"Very good noodles and lots of selection. Our favourite is 虾仔捞面(prawn roe noodles). They are really generous with the prawn roe! Even feel guilty that we killed so many prawns! The fried wanton is really good too!! Fragrant and crispy! It's really a popular restaurant,...More"
2500,jssica_wabbit,None,None,11-August-2015,"I have visited Wong Chi Kei in Senado Square. It was past lunch time when I arrived and the place is still packed with hungry customers, waiting to be served. I was excited to try the famous fried Shrimp Wantan and their Shrimp Roe noodles...More"
2501,Stevielz,None,None,4-August-2015,"immediately when we walk past this place, my friend wanted to try it (and we've just arrived at senado sq) its said to be popular and only when I tasted the wonton and noodles, then I understand why is this popular. The place is rather...More"
2502,768AmyC,None,None,4-August-2015,"Read many good reviews about this restaurant...but I shouldn't have step in... The noodle we ordered was so.... not nice. Three of us , we ordered 2 noodle ( one dry noodle and one wonton noodle) with one curry rice. My brother finished the curry...More"
2503,UnderBigHill,None,None,3-August-2015,"This is a franchise of an old restaurant in Macau. Although some may complain that this shop doesn't live up to its hype, still, if you wish to have a simple bowl of noodle at this touristy location, or you are too hungry to hunt...More"
2504,JFKLGA,None,None,25-July-2015,"My friend said,  Why don't we go here? They have good noodle soup.  So I thought why not, this will be my only meal in Macau since it was just a day-trip from Hong Kong. This is a not-fancy-at-all old looking place. We were seated...More"
2505,ehrinpapa,None,None,23-July-2015,"Definitely try their pork buns, beef noodles, and their fried wantons! Unfortunately, the waitress that was service us seemed ambivalent or actually wanted to us leave (maybe because we didn't speak Chinese and had a difficult time ordering?) She even spilled some hot tea on...More"
2506,chansaikeong,None,None,15-July-2015,"It is located at a Senado Square. This restaurant is having its queue system. You have to tell the staff that stations in front of the entrance how many people is dining and a number will be given to you. Next, wait your number to...More"
2507,Peggy L,None,None,13-July-2015,"The waiters are rude. Asked where is the toilet, and she just pointed the way without looking at u and answer. When ordering, with an unwilling way. Food is so so. Quite salty. Thought the dumpling is in soup since is call shui jiao 水餃...More"
2508,DanielM297,None,None,9-July-2015,"Expect long queue, but seating suspicious for noodle shops. Dumplings soup has traditional taste of fresh shrimps. Simple fried noodles with bean sprout - the signature angle hair thin egg noodles fried with soy has great texture. Each strain is coated with light soy shows...More"
2509,oscarette,None,None,8-April-2015,"Like all famous restaurants, we had to wait in line. The fried wantons were delicious. The noodles were too dry but the soup was nice. My kids loved the food though. Service is brisk."
2510,MikanChoo,None,None,25-March-2015,"Wantan mee is so so but crab porridge is not bad however quite pricy. Servicing is bad.............."
2511,Evelyn T,None,None,24-March-2015,"If there is any lesson for a foodie to learn when travelling, is that contemporary franchises from a popular restaurant with a humble beginning will almost certainly have an issue keeping up with the hype. This is the case with Wong Chi Kei - where...More"
2512,Yichingchen,None,None,26-January-2015,"One of the famous Chinese restaurant in Macau which was always filled with people who want to five a try. Shrimps noodles with soup was the most famous cuisine with affordable prices. However, you really need to be more patient because there are too many...More"
2513,worddict,None,None,21-November-2014,"We had the shrimp roe wantan noodles and the meatball porridge with beef. The problem with the shrimp roe wantan noodles is that the flavour gets boring after a few bites. The noodles are very thin and fine, but the texture is rough. The noodles...More"
2514,mellymelle,None,None,20-November-2014,"Came here for their specialty, the noodles with shrimp eggs but were we ever impressed with the fried wontons! Just going to focus on the wontons here - they deserve to be singled out. Let me start by telling you that I love fried wontons...More"
2515,LondonLifestyle2010,None,None,14-November-2014,"We came here 10 years ago whilst we were on holiday although I'm not sure whether it is still the same restaurant but it still has the same decor & in exactly the same position. 10 years later we returned and I must say the...More"
2516,Gigi1510,Phuket,Thailand,12-September-2014,"We ordered noodle with wonton and deep-fried noodle with pork. The deep-fried noodle is very crispy and the pork is very soft. The wonton is big with prawn inside but I think they gave us so much noodle that we can't finish (we are 2 girls). Should have had the wonton soup instead.
We went there on Sunday afternoon and had to wait for about an hour to get a table. Don't go there if you are extremely hungry. But once you've served, it's very fast and they are very professional."
2517,birdwithoutleg,None,None,4-September-2014,"Had breakfast at this same shop for 2 days because the porridge is simply too delicious, we have to come back for more. Personal favorite however is the dry shrimp noodle, 招牌虾子捞面, simple and tasty, noodle was not too dry and full of the taste of the shrimp eggs.
Porridge is a must try, we had 3 type of porridge, all taste delicious, mainly because the base is well cook, texture is smooth and savoury, only eating the plain porridge is satisfactory enough for me. Wanton is also another must try in the shop, with fresh and chewy big prawn wrap inside the wanton together with mince meat, it is one of the best wanton I tasted in Macau.

Price is a little bit on the high side though, if more people is going together will have a better chance of trying different dishes."
2518,Ursula L,Semarang,Indonesia,2-September-2014,"I came here because of online recommendations. Luckily, my sister and I arrived when the shop just opened their door for that day. It meant no many customers yet and we could get an empty table in no time. The service was average but fast. The noodles were average. But, the meat was tender so it was easy to chew."
2519,Thye L,None,None,2-September-2014,"Although, this shop is famous for the Wanton Noodles, however, I had a crab porridge instead. It's marvelous, the porridge is so smooth and the whole crab inside the porridge."
2520,Wendy W,Singapore,None,26-August-2014,"Very unassuming outlet - which I was told is the original flagship outlet at Senado Square. The outlet itself is not difficult to locate, just a few shops down from Watsons. Despite the long quenes, we did not have to wait too long for a table as the outlet itself is 3 storeys high.

Had their signature shrimp roe noodles - which is essentially dry noodles (lightly seasoned with soy sauce) with a generous amount of shrimp roe.

Looked deceptively plain but at 1st taste, it was so so so so good! Generous amount of shrimp roe + the noodles itself were really thin and springy (a sign that it was freshly & traditionally handmade using bamboo poles).

Had their famed crab porridge & fried wantons as well. But they simply do not measure up to the wow quality of the shrimp roe noodles :)"
2521,RunningManLolol,Singapore,Singapore,19-August-2014,"Came here after seeing the many positive reviews and recommendation online only to be greeted with disappointment. Queued for 15 min to get a table. After which, we ordered the house specialty noodles with shrimp roe and wanton. The noodles were very dry and was clumped together. Can't really taste the shrimp roe and the overall feeling was like as though I was chewing on rubber bands. Disappointing. Saw the patrons at the other tables having the congee which looked more appetizing. Perhaps should have tried that instead. Overall, not worth the effort to queue for a table. I believe we can easily get more authentic Macanese/Cantonese food elsewhere."
2522,Briyano,None,None,17-August-2014,"Average fare. Overhype. Good locality in senado square near ruins. Will rather dine in authentic hk/macau food stalls. Mediocre noodles. Crab porridge is decent though. Service standards can be better"
2523,Britishtraveller2014,Northampton,United Kingdom,5-August-2014,"If you want to experience a real 'local' food eatery without going down a side street, and with good location onto the square, go here!

We went here as we love noodle soup - we've had it all over Asia. The noodle soup here was very good, it did not disappoint. I had mine with BBQ duck and that was delicious. All of the noodle soups looked good, particularly the ones with wantons or prawns. Also, the couple next to us ordered rice with prawns and egg - which sounds weird but looked absolutely delicious and the egg was just part of the sauce. If I was to go back I would try this as I had a bit of food envy!

The great things about this place: The range of the menu, suitable for both international travelers and locals. The space inside - it just keeps going up, we were on the third floor, and downstairs it looked tiny! Also we were in a bit of a rush so the speed of the service suited us. However, our food did come out within 3-4mins of us ordering, which did surprise us and we did wonder if they had things just 'ready to go'! The veg we ordered separately was a lot longer and obviously freshly cooked.

I think the fact they served us so quickly and were running around could be seen as both a positive and a negative. They were busy and so I guess being extra efficient was in some way necessary. However, when we went there were no queues - though there were very few empty tables! But we definitely felt we shouldn't 'hang around' or have a another drink and relax - in fact we were presented with the bill before we even started eating!

Overall, it was a great local experience and I'm glad I went (although we did have to ignore half of the things on the menu e.g. 'pigs trotter - foreleg with hoof'!). Everyone else in there at the time we went seemed to be Chinese which is a sign that the food is obviously good as the locals like it too. If you want to sample a true local menu and eat within an extremely reasonable budget (our whole meal, with drinks was around £8!) then give this go, you will enjoy it! :)"
2524,C B,Jakarta,Indonesia,3-August-2014,"The wanton noodle is hands down the best I've had my entire life. The noodles are made using a special mixture of duck egg whites and flour (no water), and thus has a bouncy, fresh consistency. The wantons are made using extremely fresh ingredients, and there are massive shrimps in each one. Each bite of the wanton noodle is absolutely divine.

My foodie family came here for dinner, and came back again for breakfast the next day. It's that good!!! There're usually quite a crowd waiting for seats, but service is fast and efficient, so you normally won't need to wait too long (max 15 min).

One thing though - their veggies are a bit of a rip off. We ordered the kailan with oyster sauce, and was served six kailan stems with a few leaves. But all in all, you'd be missing out big time if you don't go for a visit. Noodles noodles noodles!!"
2525,ReccaHuang,Singapore,Singapore,22-July-2014,"Get a queue number and wait patiently. Noodles here are simply awesome and get the specialty, prawn roe noodles. At first, it will look plain, but one bite in it, you'll be asking for more. If you are one or two person. You might be asked to share table, it's their culture, so no worries."
2526,globejumper12,None,None,4-June-2014,"Went on weekday so not so crowded, even at 730pm there were ready seats available. The wanton noodles was good, so was the bean sprouts fried noodles, both were their specialities."
2527,Kris A,Bangkok,Thailand,30-May-2014,"This place on Senado square always seems to have a queue, but they are quite efficient & organized by using a queue number system. My mother is elderly & they were kind enough to bring out an extra chair for her to sit while waiting.
The noodles here are made Cantonese style using bamboo sticks & are very  springy  which I like. the wonton dry noodles are good, the congee is average."
2528,tanwl79,None,None,12-April-2014,"Convenient location. Located right at the heart of Senado Square. Noodles were cooked just right, springy without being overly firm. Price was reasonable considering the location. Staff was attentive. Saw that we were sharing the food and cut the noodles for us."
2529,w p,Singapore,Singapore,5-April-2014,"Noting that people were raving over the shrimp roe noodles but knowing how popular food is usually overrated, I went with my gut and ordered the Ow Lam Meen instead - stir fried thin yellow noodles with beef brisket. It was delicious - I dare say the best meal of the trip. The portion was big enough for 2 people.

I also ordered Kai Lan with oyster sauce and the vegetables were extremely tender with the oyster sauce in a separate dish. I ended up not putting any oyster sauce at all as the vegetables were excellent as is.

The atmosphere there could be abit claustrophobic though as people are basically sitting next to each other's elbows."
2530,starie,None,None,25-March-2014,"Very authentic cantonese/macauese cuisine. Must try the crab porridge and also, really yummy fried wantons!! Que can be long but get a number and come back for your table, can be quite efficiently done! :)"
2531,winsir,None,None,21-January-2014,"This restaurant is ok, but if you want better food, better to go to original store. for some reason the food taste better."
2532,SarahYLTS,Singapore,Singapore,17-January-2014,"The braised noodle w/black mushrooms here are the best I've ever tasted and the mushrooms were very tender. Although the noodles were dry in nature, they were thin and springy and with just the right amount of sauce they added to it, it was a perfect taste. However, unless you are a lover of black mushrooms, the black mushroom flavour might be too strong and overwhelming.

The braised noodle w/wonton & shrimp's eggs were the worst I've ever tasted. The shrimp's eggs had a very strong plastic taste and the wontons were a tad bland.

The braised noodle with squid was very tasty with the squid being very fresh and tender. With a repeat order, there was hardly any sauce with the noodle and it was too dry to be tasty. With their reputation, Wong Chi Kei should be able to replicate the taste regardless of the number of servings ordered but that does not seem to be the case.

Also, if you wanted plain warm water, they would not serve it to you if you were seated in the basement. Was told I had to go upstairs to get it."
2533,EAWilson2008,None,None,14-January-2014,"This place was hyped, so we checked it out when we were in the Largo de Senado. The noodles were springy -- very different than any we'd had -- and delicious! The space is tiny, so you're going to be cramped, and be prepared to point at what you want if you don't speak the language! Service was quick, even a bit rushed, but we enjoyed ourselves nonetheless.

It's not as cheap as noodles you could get in the little shops on side streets, but still reasonably priced."
2534,Pumpkin22,None,None,29-November-2013,"This noodle shop lives up to its reputation. I had shrimp won ton with noodle soup, and it was delicious. My friends enjoyed their entrees as well. The problem was that we were seating in the downstairs part of the restaurant. It was like eating...More"
2535,BradJill T,None,None,22-November-2013,"The Wong Chi Kei shop located on Senado Square was setup to take advantage of the heavy foot traffic and volume of tourists that visit the popular area of the historic city centre. We made a quick stop here recently for breakfast, finding their wonton...More"
2536,AkaiChong,None,None,16-September-2013,"Nothing really great. We ordered their signature dish of Prawn Roe noodle. Noodles were hard and very dry, just not to my liking....."
2537,BenT988,None,None,22-August-2013,"the famous (or infamous) prawn roe noodle was horrible (i find it extremely fishy and insipid). staff service was absolutely rude - everyone who work there seems very pissed and impatient at everything. totally unacceptable. don't EVER go there. if u r at the brink...More"
2538,SophiaG5582,None,None,24-June-2013,"We had dinner there, staffs were very unfriendly, the place is so small with 5 adult and 1 child we were ask to sit at the small round table. So in the end my husband have to carry my daughter out for us to eat...More"
2539,tingleboi,None,None,30-May-2013,"I always come here for breakfast every time I am in Macau. The queue isn't long in the morning and it's good to explore Senado Square and walk to St.Paul Church later on. Noodles and congee are delicious here. See my photos and please vote...More"
2540,Jepoyng,None,None,20-May-2013,"Decent noodle house. Nothing really great but you won't mind eating here all the time and at any time if the day. Noodle soup, fried noodles name it and it is good. But a you have to try the congee also I was surprise that...More"
2541,rdreamer,None,None,13-April-2013,"The restaurant is located on one side of Senado square, so is easy to find. Their signature dish is the prawn roe noodle. It was tasty, but I thought it too dry (i sprinkled the soup that came with it on the noodle) and that...More"
2542,stevenkoh9999,None,None,15-March-2013,"A smallish restaurant at fist glance but this place has 4 levels. Space is always a constrain at HK and Macau mass eateries so be ready to share a table. Enjoy the food and you will not regret. Good: 1 Prawn roe with noodle, 2....More"
2543,TonyTay8,None,None,8-February-2013,"Me and my wife visited Wong Chi Kei Noodle House at Senado Square which is famous for their hand made noodles. The Noodle House was still quite crowded at around 2.30pm as Senado Square was packed with tourists and we have to get a Queue...More"
2544,GigiLee_mc,Kuala Lumpur,Malaysia,2-January-2013,"I've been to this restaurant a few times. I tried their famous (i) Yee Fu noodles (the round, thicker yellow noodles), (ii) wantan noodles, (iii) Yeung Chau fried rice etc.. Everything is so good! The nicest I'm recommending is the (iv) shrimp dumplings with vegetables, that is the best one in this restaurant. The crunchiness of the stem mixed perfectly with the fresh shrimps. Must try!"
2545,Presser-canard,London,United Kingdom,23-November-2012,"Superb location and cheap...
Tried a lot of dishes there but the best so far is the Yangzhou rice...
The Wontoon soup is good one day and the other day so so...Shame.!
The sandwitches are simple but good...
 One thing...don't order the french toast...Strange taste and not french style at all...maybe portuguese or Canadian...(on the top of that, they need 20 minutes to be prepared it..1M$ per minute) or try it if you like Honey! See by yourself.
Very affordable for the area.
Service not pretentious because there is no service OK.
Go there for the food and don't forget to pay...(at the reception)
FYI they don't speak English but a lot of guests do...FYI"
2546,Kaiyeen W,Kuala Lumpur,Malaysia,22-October-2012,"The prawn wantan noodles are wonderful (the springy texture indicate the noodles are traditionally handmade). The shop is generous with the prawn wantan although there's only 1 giant in each of them (I have tasted some shops with 2 in each). The fried wantan are crispy and a must try!"
2547,PrinceWeeliem,None,None,27-September-2012,"best food in macau to further save money, dont order drinks, they provide chinese tea for free food must try: prawn noodles fried wontoon soup noodles"
2548,Syllaw,Singapore,Singapore,8-September-2012,"We went at 9am plus for breakfast at Wong Chi Kei. It was quite empty as it was a weekday and early in the morning. We ordered fish porridge; beef noodle; har zi lo mee (egg noodles with shrimp's eggs. Well, Har zi lo mee was quite good except noodle was too hard and dry. The other two dishes were just fine. Wouldnt recommend it unless you cant find anything better to eat."
2549,hotbabedriver,Manila,None,13-June-2012,"We ate here after our long sightseeing tour. It was still open even if it was already around 9:30pm. Most of their food servings are good for 2 people. Prices are very reasonable.

This place gets crowded during lunch time when everybody is sightseeing since it is located in Senado Square almost beside the Starbucks coffee shop. It easy to miss since the facade of the place is like an ordinary chinese shop.

I tried thier wonton noodles and wow...it was very filling! The taste is so much better than those I've tried before. My husband tried their fried rice mixed with beef, egg & vegetables and was shocked at the amount of serving on his plate.

Food prices range from MOP$40 ++"
2550,myonlywan2012,Singapore,Singapore,2-May-2012,"Situated on the busy Senado square in Macau, the shop is located somewhere opposite Mcdonalds. A must try will be their Wonton noodles, try their chilli sauce if you can take hot stuffs. It's super tasty. Try to avoid lunch or dinner time, else you can easily wait up to an hour for a seat."
2551,lavender86,Kuala Lumpur,Malaysia,19-March-2012,"My friend and I went there on morning before the crowds are there. The shop is opposite McDonald at Senado Square. You can spot a person selling magazine store nearby. It's pretty easy to miss it in the morning as the crowds are not there yet =P. We try Har Zi Lo Meen and porridge for breakfast. You can skip the noodle as it is dry and the portion is tiny. Go for porridge. The taste is so good!"
2552,awesome_world2010,Sydney,Australia,12-November-2011,"It is unfortunate that some people had terrible experiences at this restaurant, but this restaurant is actually one of my favourites in Macau!

Their specialty is Braised Noodle with Shrimp' Eggs but my favourite is their Braised Noodle with Cow's Flank because it's so saucy and flavourful! Their wontons are pretty good as well, but it is their noodles that keep me coming back... the noodles are thin with perfect texture!"
2553,limky,None,None,12-November-2011,"more on name than substance. taste just so-so, not as per excellent reviews"
2554,Woon29,Singapore,Singapore,6-June-2011,"We visited this restaurant based on the recommendation of most website. It was a great disappointment. Not only the food is terrible - soup noodle, dry noodle, fried fishballs which we do not know what strange fish they use to make them, even a simple dish like vegetables tastes horrible. Although the price is reasonable, the waitress is extremely rude. When we ask for her recommendations on the specialty, she simply repeated that you order what you want to eat, she refused to recommend anything to us. We will never visit this restaurant anymore!"
2555,Vagitarian,Macau,None,1-April-2011,"Being a costumer of this shop for 6 years already, I find offensive when I request for Char Siu, and am served with a dark brow, dry, reheated pieces of unkonw meat. More offensive when asked for regular Char Siu, and the waitress replies in harsh tone:  this has always been our char siu and there's no other type in our shop ."
2556,josetiu,Manila,Philippines,9-September-2010,"very popular store, many tourist waiting to have a taste of authentic Chinese food, long wait, but finally after a long time waiting, while eating i realize its still same with traditional old Chinese restaurants, not enough hygiene, and this time,it has curly hair in rice gruel or congee some may call, i hope they change it, be more hygienic, follow Singapore or HongKong or else please close for they are an embarrassment for all the Chinese people"
2557,StChris,None,None,15-November-2009,"The food is all right and reasonably priced, but if you want a serviette, they charge you."
2558,MyWanderlustWorld,None,None,2-January-2020,"We had dim sum for lunch at Yan Ting. The food is exceptional and service staff are very accommodating when we arrived 5mins before closing."
2559,MovingButler,None,None,25-August-2019,"This restaurant was very popular with the locals and I can see why - incredible food, great decor and fabulous service."
2560,John123321123333,None,None,25-July-2019,"Good service and nice environment. The food is delicious and very exclusive dining experience. Will recommend and come back to the restaurant again. thanks"
2561,ChanTTN,None,None,16-July-2019,"Every dish in Yanting was phenomenal. Presentation on point and so creative! Dining there is such a value for money as food is at top quality no doubts! Frank and his team executed their service so elegantly that makes the whole experience fantastic with family! My favorite restaurant in Zhuhai and even Macau for sure! :) absolutely love it all! I can’t wait to bring more friends over to try!"
2562,LeoL1751,None,None,14-July-2019,"The best service I had experience. Wonderful Chinese restaurant with super city view and quality of service. Thanks for Mr. Frank and the team for serving us."
2563,Voyage372395,None,None,12-July-2019,"Enjoyed the dinner very much at Yan Ting with my family. Not only was the food amazing, the staff and view was too spot on. Special Thanks to Lily who was serving us that day! She had a great smile and was super accommodating and friendly too! Highly recommend it to anyone who would like to give this place a try"
2564,xisabellelaox,None,None,12-July-2019,"First time visiting at the St Regis restaurant and are very impressed with the scenery, food and service my family and I received tonight. Quality of the food is excellent and we definitely feel like royalties on this visit. Definitely will visit again!"
2565,LTL_HK,None,None,29-May-2019,"Having a light dinner in Yanting and ordered some Chinese dishes.
The bean curd roll with black truffle has a great presentation while too much oil on the surface.
The Hongshao tofu with bamboo fungus has a great taste. The tofu has been braised with a tasty sauce and the bamboo fungus were soaked with the sauce.
We also ordered egg white fried rice with dried scallops. The rice was fried beautifully and the taste was exceptionally delicious.
The waitress Lily and Jin were professional and they can remember our food preferences. Lily also made some good suggestion on the dishes selection."
2566,Eli_o8_098,None,None,3-May-2019,"Fantastic lunch with Family members at Yan ting !!! Great dishes and excellent Services. Thank you for a great time!!!"
2567,Babepig,None,None,22-December-2018,"Good service and nice environment!! Allen, Grace and Daisy provide excellent service to our birthday celebration dinner! They have arrange 長壽麵 for my dad and nicely arrange all the food and setting!"
2568,tollo652,None,None,24-November-2018,"There is an excellent range of items in the buffet and good service along with the magnificent view. The staff are helpful and the egg dishes well cooked and presented."
